unidade;tarefa;caminho;status;quant_total;und;fonte
Sobrado 10;Instalações frigorigenas - Superior - Casa 10;CASA 10 > INSTALAÇÕES FRIGORIGENAS > Superior;pendente;;;
Sobrado 10;Instalações frigorigenas - Térreo - Casa 10;CASA 10 > INSTALAÇÕES FRIGORIGENAS > Térreo;pendente;;;
Sobrado 10;Impermeabilização de áreas molhadas - Internas - Superior - Casa 10;CASA 10 > IMPERMEABILIZAÇÃO > Superior;pendente;;;
Sobrado 10;Impermeabilização de áreas molhadas - Internas - Térreo - Casa 10;CASA 10 > IMPERMEABILIZAÇÃO > Térreo;pendente;;;
Sobrado 10;Montagem estrutura metálica - Casa 10;CASA 10 > COBERTURA;aplicado;89,74;m²;Fornecimento de estrutura para telhado
Sobrado 10;Calha - Casa 10;CASA 10 > COBERTURA;aplicado;23,92;m;Fornecimento e instalação de calha ( Zinco )
Sobrado 10;Telhamento - Casa 10;CASA 10 > COBERTURA;aplicado;89,74;m²;Mão de obra para execução de cobertura e telhamento
Sobrado 10;Rufo - Casa 10;CASA 10 > COBERTURA;aplicado;57,33;m;Fornecimento e instalação de rufos
Sobrado 10;Pingadeiras - Casa 10;CASA 10 > COBERTURA;aplicado;60,54;m;Fornecimento e instalação de pingadeira de concreto
Sobrado 10;Porcelanato de parede e piso - Áreas molhadas - Superior - Casa 10;CASA 10 > ACABAMENTOS > SUPERIOR;aplicado;56,5;m²;Fornecimento e instalação de porcelanato de parede
Sobrado 10;Forro de gesso - Interno - Superior - Casa 10;CASA 10 > ACABAMENTOS > SUPERIOR;aplicado;54,75;m²;Forro de gesso acartonado tabicado - fornecimento e instalação
Sobrado 10;Emassamento, lixamento e 1ª demão - Interno - Superior - Casa 10;CASA 10 > ACABAMENTOS > SUPERIOR;aplicado;134,1;m²;Aplicação manual de pintura em parede com tinta branco neve toque de seda suvinil e massa PVA
Sobrado 10;Peitoris - Superior - Casa 10;CASA 10 > ACABAMENTOS > SUPERIOR;aplicado;9,07;m;Instalação de soleiras e peitoris
Sobrado 10;Porcelanato de piso + rodapé - Interno - Superior - Casa 10;CASA 10 > ACABAMENTOS > SUPERIOR;aplicado;53,41;m²;Fornecimento e instalação de porcelanato de piso interno
Sobrado 10;Soleiras - Superior - Casa 10;CASA 10 > ACABAMENTOS > SUPERIOR;aplicado;4,8;m;Instalação de soleiras e peitoris
Sobrado 10;Bancadas - Superior - Casa 10;CASA 10 > ACABAMENTOS > SUPERIOR;aplicado;3,15;m;Instalação de bancadas
Sobrado 10;Esquadrias de alumínio - Superior - Casa 10;CASA 10 > ACABAMENTOS > SUPERIOR;aplicado;1;VB;Fornecimento e instalação de esquadrias de aluminio e vidro temperado
Sobrado 10;Portas - Superior - Casa 10;CASA 10 > ACABAMENTOS > SUPERIOR;aplicado;6;UN;Fornecimento e instalação de porta de pvc kit pronto tamanho 80 cm abrir (incluso dobradiças, fechadura)
Sobrado 10;Luminárias internas - Superior - Casa 10;CASA 10 > ACABAMENTOS > SUPERIOR;pendente;;;
Sobrado 10;Louças e Metais - Superior - Casa 10;CASA 10 > ACABAMENTOS > SUPERIOR;pendente;;;
Sobrado 10;Pintura final  (retoques) - Superior - Casa 10;CASA 10 > ACABAMENTOS > SUPERIOR;aplicado;134,1;m²;Aplicação manual de pintura em parede com tinta branco neve toque de seda suvinil e massa PVA
Sobrado 10;Porcelanato de parede e piso - Áreas molhadas - Térreo - Casa 10;CASA 10 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 10;Forro de gesso - Interno - Casa 10;CASA 10 > ACABAMENTOS > TÉRREO;aplicado;78,81;m²;Forro de gesso acartonado tabicado - fornecimento e instalação
Sobrado 10;Porcelanato de parede-  cozinha - Térreo - Casa 10;CASA 10 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 10;Porcelanato de piso + rodapé - Interno - Térreo - Casa 10;CASA 10 > ACABAMENTOS > TÉRREO;aplicado;43,05;m²;Fornecimento e instalação de porcelanato de piso interno
Sobrado 10;Emassamento, lixamento e 1ª demão - Interno - Casa 10;CASA 10 > ACABAMENTOS > TÉRREO;aplicado;139,9;m²;soma de 2 itens (1.3.2.8.1.1.1, 1.3.2.8.1.1.2)
Sobrado 10;Peitoris - Térreo - Casa 10;CASA 10 > ACABAMENTOS > TÉRREO;aplicado;3,3;m;Instalação de soleiras e peitoris
Sobrado 10;Soleiras - Térreo - Casa 10;CASA 10 > ACABAMENTOS > TÉRREO;aplicado;5,7;m;Instalação de soleiras e peitoris
Sobrado 10;Bancadas - Térreo - Casa 10;CASA 10 > ACABAMENTOS > TÉRREO;aplicado;6,6;m;Instalação de bancadas
Sobrado 10;Esquadrias de alumínio - Térreo - Casa 10;CASA 10 > ACABAMENTOS > TÉRREO;aplicado;1;VB;Fornecimento e instalação de esquadrias de aluminio e vidro temperado
Sobrado 10;Portas - Térreo - Casa 10;CASA 10 > ACABAMENTOS > TÉRREO;aplicado;1;UN;Fornecimento e instalação de porta de pvc kit pronto tamanho 70 cm abrir (incluso dobradiças, fechadura)
Sobrado 10;Portão de muro  - Casa 10;CASA 10 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 10;Luminárias internas -  Térreo - Casa 10;CASA 10 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 10;Porcelanato de piso - Externo - Térreo  - Casa 10;CASA 10 > ACABAMENTOS > TÉRREO;aplicado;39,88;m²;Fornecimento e instalação de porcelanato de piso externo
Sobrado 10;Louças e Metais - Térreo - Casa 10;CASA 10 > ACABAMENTOS > TÉRREO;pendente;;;
Sobrado 10;Pintura final  (retoques) - Térreo - Casa 10;CASA 10 > ACABAMENTOS > TÉRREO;aplicado;139,9;m²;soma de 2 itens (1.3.2.8.1.1.1, 1.3.2.8.1.1.2)
Sobrado 10;Ripado em alumínio - Fachada - Casa 10;CASA 10 > FACHADA;pendente;;;
Sobrado 10;Pintura externa - Casa 10;CASA 10 > FACHADA;aplicado;267,55;m²;soma de 5 itens (1.3.2.8.2.1.1, 1.3.2.8.2.1.2, 1.3.3.7.2.1.1, 1.3.3.7.2.1.2, 1.3.4.4.1.1.1)
Sobrado 10;Luminárias externas - Casa 10;CASA 10 > FACHADA;pendente;;;
Sobrado 10;Churrasqueira com chaminé  - Casa 10;CASA 10 > DIVERSOS;aplicado;1;un;Fornecimento e instalação de churrasqueira (casas)
Sobrado 10;Passeio Publico - Casa 10;CASA 10 > PAVIMENTAÇÃO E PAISAGISMO;pendente;;;
Sobrado 10;Pedra de piso - Degraus  - Casa 10;CASA 10 > PAVIMENTAÇÃO E PAISAGISMO;pendente;;;
Sobrado 10;Paisagismo  - Casa 10;CASA 10 > PAVIMENTAÇÃO E PAISAGISMO;pendente;;;
Sobrado 10;Limpeza final da obra - Casa 10;CASA 10 > LIMPEZA DA OBRA;pendente;;;
Sobrado 11;Locação de obra - Casa 11;CASA 11 > INFRAESTRUTURA  - CASA 11 > LOCAÇÃO DE OBRA;pendente;;;
Sobrado 11;Escavação - Estacas - Casa 11;CASA 11 > INFRAESTRUTURA  - CASA 11 > ESTACAS;aplicado;157;m;Escavação de estacas mecanizada (d=30 cm)
Sobrado 11;Armação  - Estacas - Casa 11;CASA 11 > INFRAESTRUTURA  - CASA 11 > ESTACAS;pendente;;;
Sobrado 11;Concretagem  - Estacas - Casa 11;CASA 11 > INFRAESTRUTURA  - CASA 11 > ESTACAS;pendente;;;
Sobrado 11;Escavação - Blocos - Casa 11;CASA 11 > INFRAESTRUTURA  - CASA 11 > BLOCOS;aplicado;5,8;m³;Escavação manual de vala - profundidade até 1,5 m
Sobrado 11;Locação e Montagem - Armação  - Blocos - Casa 11;CASA 11 > INFRAESTRUTURA  - CASA 11 > BLOCOS;pendente;;;
Sobrado 11;Concretagem Blocos  - Blocos - Casa 11;CASA 11 > INFRAESTRUTURA  - CASA 11 > BLOCOS;pendente;;;
Sobrado 11;Reaterro bloco de coroamento  - Blocos - Casa 11;CASA 11 > INFRAESTRUTURA  - CASA 11 > BLOCOS;aplicado;2,6;m³;Reaterro de vala com compactação manual
Sobrado 11;Escavação e Lastro de concreto - Casa 11;CASA 11 > INFRAESTRUTURA  - CASA 11 > VIGA BALDRAME;pendente;;;
Sobrado 11;Forma e Montagem de armação - Viga Baldrame - Casa 11;CASA 11 > INFRAESTRUTURA  - CASA 11 > VIGA BALDRAME;pendente;;;
Sobrado 11;Passagem de tubulação - Viga Baldrame - Casa 11;CASA 11 > INFRAESTRUTURA  - CASA 11 > VIGA BALDRAME;pendente;;;
Sobrado 11;Concretagem Baldrame - Viga Baldrame - Casa 11;CASA 11 > INFRAESTRUTURA  - CASA 11 > VIGA BALDRAME;aplicado;2,36;m³;Concretagem de estruturas diversas, concreto usinado fck 30 mpa - Transporte, lançamento bombeado, adensamento e acabamento
Sobrado 11;Desforma Baldrame - Viga Baldrame - Casa 11;CASA 11 > INFRAESTRUTURA  - CASA 11 > VIGA BALDRAME;aplicado;40,13;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 11;Impermeabilização com tinta asfáltica - Viga Baldrame - Casa 11;CASA 11 > INFRAESTRUTURA  - CASA 11 > VIGA BALDRAME;aplicado;36,1;m²;Impermeabilização de estruturas com tinta asfáltica, duas demãos
Sobrado 11;Aterro da baldrame e compactação - Casa 11;CASA 11 > INFRAESTRUTURA  - CASA 11 > MOVIMENTAÇÃO DE TERRA;pendente;;;
Sobrado 11;Locação e Armação - Pilares - Térreo - Casa 11;CASA 11 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > PILARES - TÉRREO;aplicado;389,4;kg;soma de 2 itens (1.3.2.3.1.3, 1.3.2.3.1.4)
Sobrado 11;Fôrma - Pilares - Térreo - Casa 11;CASA 11 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > PILARES - TÉRREO;aplicado;50,25;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 11;Concretagem- Térreo - Casa 11;CASA 11 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > PILARES - TÉRREO;aplicado;2,59;m³;Concretagem de estruturas diversas, concreto usinado fck 30 mpa - Transporte, lançamento bombeado, adensamento e acabamento
Sobrado 11;Locação e Armação - Vigas   Superiores (Pav. Térreo) - Casa 11;CASA 11 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > VIGAS  - TÉRREO;aplicado;726,2;kg;soma de 6 itens (1.3.2.3.2.3, 1.3.2.3.2.4, 1.3.2.3.2.5, 1.3.2.3.2.6, 1.3.2.3.2.7, 1.3.2.3.2.8)
Sobrado 11;Fôrma - Vigas  - Vigas Superiores (Pav. Térreo) - Casa 11;CASA 11 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > VIGAS  - TÉRREO;aplicado;98,09;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 11;Montagem e escoramento - laje superior (Pav. Térreo) - Casa 11;CASA 11 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;47,07;m²;Laje treliçada bidirecional c/ eps
Sobrado 11;Armação - laje superior (Pav. Térreo) - Casa 11;CASA 11 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;8;kg;Armação, corte e dobra de aço CA-50, diâmetro de 6,3 mm, utilizado em estruturas diversas
Sobrado 11;Inst. Embutidas na laje - laje superior (Pav. Térreo) - Casa 11;CASA 11 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;pendente;;;
Sobrado 11;Concretagem - Vigas e laje superior (Pav. Térreo) - Casa 11;CASA 11 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;10,06;m³;soma de 2 itens (1.3.2.3.2.9, 1.3.2.3.3.4)
Sobrado 11;Retirada do escoramento  - laje superior (Pav. Térreo) - Casa 11;CASA 11 > PAVIMENTO TÉRREO > SUPERESTRUTURA  - TÉRREO > LAJES  - TÉRREO;aplicado;49,41;m²;Escoramento para laje
Sobrado 11;Alvenaria de vedação - Térreo - Casa 11;CASA 11 > PAVIMENTO TÉRREO > VEDAÇÃO   - TÉRREO;aplicado;151,27;m²;Alvenaria de vedação de blocos cerâmicos furados na horizontal de 11,5x19x24 cm (espessura 11,5 cm) argamassa de assentamento com preparo em betoneira 400 L
Sobrado 11;Locação e Armação - Pilares - Superior - Casa 11;CASA 11 > PAVIMENTO SUPERIOR - CASA 11 > SUPERESTRUTURA  - SUPERIOR > PILARES - SUPERIOR;aplicado;207,9;kg;soma de 2 itens (1.3.3.2.1.3, 1.3.3.2.1.4)
Sobrado 11;Fôrma - Pilares - Superior - Casa 11;CASA 11 > PAVIMENTO SUPERIOR - CASA 11 > SUPERESTRUTURA  - SUPERIOR > PILARES - SUPERIOR;aplicado;32,68;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 11;Concretagem- Superior - Casa 11;CASA 11 > PAVIMENTO SUPERIOR - CASA 11 > SUPERESTRUTURA  - SUPERIOR > PILARES - SUPERIOR;aplicado;1,65;m³;Concretagem de estruturas diversas, concreto usinado fck 30 mpa - Transporte, lançamento bombeado, adensamento e acabamento
Sobrado 11;Locação e Armação - Vigas   Superiores (Pav. Superior) - Casa 11;CASA 11 > PAVIMENTO SUPERIOR - CASA 11 > SUPERESTRUTURA  - SUPERIOR > VIGAS  - SUPERIOR;aplicado;329,2;kg;soma de 5 itens (1.3.3.2.2.3, 1.3.3.2.2.4, 1.3.3.2.2.5, 1.3.3.2.2.6, 1.3.3.2.2.7)
Sobrado 11;Fôrma - Vigas  - Vigas Superiores (Pav. Superior) - Casa 11;CASA 11 > PAVIMENTO SUPERIOR - CASA 11 > SUPERESTRUTURA  - SUPERIOR > VIGAS  - SUPERIOR;aplicado;53,28;m²;Montagem e desmontagem de forma para estruturas de concreto armado, em chapa de madeira compensada resinada 14 mm
Sobrado 11;Montagem e escoramento - laje superior (Pav. Superior) - Casa 11;CASA 11 > PAVIMENTO SUPERIOR - CASA 11 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;aplicado;55,18;m²;Laje treliçada bidirecional c/ eps
Sobrado 11;Armação - laje superior (Pav. Superior) - Casa 11;CASA 11 > PAVIMENTO SUPERIOR - CASA 11 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;pendente;;;
Sobrado 11;Inst. Embutidas na laje - laje superior (Pav. Superior) - Casa 11;CASA 11 > PAVIMENTO SUPERIOR - CASA 11 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;pendente;;;
Sobrado 11;Concretagem - Vigas e laje superior (Pav. Superior) - Casa 11;CASA 11 > PAVIMENTO SUPERIOR - CASA 11 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;aplicado;7,28;m³;soma de 2 itens (1.3.3.2.2.8, 1.3.3.2.3.4)
Sobrado 11;Retirada do escoramento  - laje superior (Pav. Superior) - Casa 11;CASA 11 > PAVIMENTO SUPERIOR - CASA 11 > SUPERESTRUTURA  - SUPERIOR > LAJES  - SUPERIOR;aplicado;55,18;m²;Escoramento para laje
Sobrado 11;Alvenaria de vedação - Superior - Casa 11;CASA 11 > PAVIMENTO SUPERIOR - CASA 11 > VEDAÇÃO   - SUPERIOR;aplicado;149,23;m²;Alvenaria de vedação de blocos cerâmicos furados na horizontal de 11,5x19x24 cm (espessura 11,5 cm) argamassa de assentamento com preparo em betoneira 400 L
Sobrado 11;Alvenaria de vedação - Platibanda - Casa 11;CASA 11 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VEDAÇÃO - PLATIBANDA;pendente;;;
Sobrado 11;Locação e Armação - Pilares - Platibanda - Casa 11;CASA 11 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > PILARES  - PLATIBANDA;pendente;;;
Sobrado 11;Fôrma - Pilares - Platibanda - Casa 11;CASA 11 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > PILARES  - PLATIBANDA;pendente;;;
Sobrado 11;Concretagem - Platibanda - Casa 11;CASA 11 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > PILARES  - PLATIBANDA;pendente;;;
Sobrado 11;Locação e Armação - Vigas  Platibanda - Casa 11;CASA 11 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VIGAS  - PLATIBANDA;pendente;;;
Sobrado 11;Fôrma - Vigas  - Vigas - Platibanda - Casa 11;CASA 11 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VIGAS  - PLATIBANDA;pendente;;;
Sobrado 11;Concretagem - Vigas - Platibanda - Casa 11;CASA 11 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA   - PLATIBANDA > VIGAS  - PLATIBANDA;pendente;;;
Sobrado 11;Alvenaria de vedação - Pav. Barrilete - Casa 11;CASA 11 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VEDAÇÃO - PAV. BARRILETE;pendente;;;
Sobrado 11;Locação e Armação - Pilares - Pav. Barrilete - Casa 11;CASA 11 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > PILARES  - PAV. BARRILETE;pendente;;;
Sobrado 11;Fôrma - Pilares - Pav. Barrilete - Casa 11;CASA 11 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > PILARES  - PAV. BARRILETE;pendente;;;
Sobrado 11;Concretagem - Pav. Barrilete - Casa 11;CASA 11 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > PILARES  - PAV. BARRILETE;pendente;;;
Sobrado 11;Locação e Armação - Vigas - Pav. Barrilete - Casa 11;CASA 11 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VIGAS - PAV. BARRILETE;pendente;;;
Sobrado 11;Fôrma - Vigas  - Pav. Barrilete - Casa 11;CASA 11 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VIGAS - PAV. BARRILETE;pendente;;;
Sobrado 11;Concretagem - Vigas - Pav. Barrilete - Casa 11;CASA 11 > PAVIMENTO PLATIBANDA E CAIXA D'ÁGUA > SUPERESTRUTURA - PAV. BARRILETE > VIGAS - PAV. BARRILETE;pendente;;;
Sobrado 11;Chapisco interno - Platibanda - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Platibanda;aplicado;38,83;m²;Chapisco interno aplicado em alvenarias e estruturas de concreto, com colher de pedreiro. Argamassa traço 1:3 com preparo em betoneira 400 L esp = 5 mm
Sobrado 11;Reboco interno - Platibanda   - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Platibanda;aplicado;38,83;m²;Reboco interno massa única c/ montagem e desmontagem de andaime para recebimento de pintura, em argamassa traço 1:6, preparo betoneira 400 L, aplicada manualmente em faces de paredes, espessura de 20 mm, com execução de taliscas.
Sobrado 11;Requadro - Platibanda  - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Platibanda;aplicado;60,54;m;Requadro de platibanda
Sobrado 11;Chapisco interno - Superior - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;190,7;m²;Chapisco interno aplicado em alvenarias e estruturas de concreto, com colher de pedreiro. Argamassa traço 1:3 com preparo em betoneira 400 L esp = 5 mm
Sobrado 11;Reboco interno - Superior - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;134,1;m²;Reboco interno massa única c/ montagem e desmontagem de andaime para recebimento de pintura, em argamassa traço 1:6, preparo betoneira 400 L, aplicada manualmente em faces de paredes, espessura de 20 mm, com execução de taliscas.
Sobrado 11;Regularização com argamassa do piso -  Superior - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;49,15;m²;Contrapiso em argamassa traço 1:4 (cimento e areia grossa), preparo mecânico em betoneira aplicado em lajes ou lastro de concreto, incluso taliscamento - espessura = 2 cm
Sobrado 11;Requadro de vãos - Superior - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Superior;aplicado;62,3;m;Requadro de vãos, portas e janelas
Sobrado 11;Chapisco interno - Térreo - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;173,2;m²;Chapisco interno aplicado em alvenarias e estruturas de concreto, com colher de pedreiro. Argamassa traço 1:3 com preparo em betoneira 400 L esp = 5 mm
Sobrado 11;Reboco interno - Térreo - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;139,9;m²;Reboco interno massa única c/ montagem e desmontagem de andaime para recebimento de pintura, em argamassa traço 1:6, preparo betoneira 400 L, aplicada manualmente em faces de paredes, espessura de 20 mm, com execução de taliscas.
Sobrado 11;Lastro de Concreto magro do piso -  Térreo - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;79,19;m²;Lastro de concreto para piso ou radiers
Sobrado 11;Regularização com argamassa do piso -  Térreo - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;79,19;m²;Contrapiso em argamassa traço 1:4 (cimento e areia grossa), preparo mecânico em betoneira aplicado em lajes ou lastro de concreto, incluso taliscamento - espessura = 2 cm
Sobrado 11;Requadro de vãos - Térreo - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS INTERNOS > Pav. Térreo;aplicado;39,1;m;Requadro de vãos, portas e janelas
Sobrado 11;Chapisco externo - Geral - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;228,72;m²;soma de 2 itens (1.3.2.5.2.1, 1.3.3.4.2.1)
Sobrado 11;Reboco externo - Geral  - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;228,72;m²;soma de 2 itens (1.3.2.5.2.2, 1.3.3.4.2.2)
Sobrado 11;Requadro de vigas e lajes - Geral - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;32,28;m;soma de 2 itens (1.3.2.5.2.5, 1.3.3.4.2.3)
Sobrado 11;Lastro de Concreto magro do piso - Externo - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;aplicado;11,48;m²;Lastro de concreto para piso ou radiers
Sobrado 11;Regularização com argamassa do piso - Externo - Casa 11;CASA 11 > REVESTIMENTOS ARGAMASSADOS EXTERNOS > Geral;pendente;;;
Sobrado 11;Eletrodutos e chumbamento caixinhas de luz - Superior - Casa 11;CASA 11 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 11;Fiação - Superior - Casa 11;CASA 11 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 11;Módulos e Quadro e disjuntores - Superior - Casa 11;CASA 11 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 11;Acabamentos - Elétrica - Superior - Casa 11;CASA 11 > INSTALAÇÕES ELÉTRICAS > Superior;pendente;;;
Sobrado 11;Eletrodutos e chumbamento caixinhas de luz - Térreo - Casa 11;CASA 11 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 11;Eletrodutos e chumbamento caixinhas de luz - Externo - Casa 11;CASA 11 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 11;Fiação - Térreo - Casa 11;CASA 11 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 11;Módulos e Quadro e disjuntores - Térreo - Casa 11;CASA 11 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 11;Fiação - Térreo - Externo - Casa 11;CASA 11 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 11;Acabamentos - Elétrica - Térreo - Casa 11;CASA 11 > INSTALAÇÕES ELÉTRICAS > Térreo;pendente;;;
Sobrado 11;Passagem de tubulação - Hidro-  Superior - Casa 11;CASA 11 > INSTALAÇÕES HIDRAULICAS > Pav. Superior;pendente;;;
Sobrado 11;Passagem de tubulação - Hidro-  Térreo - Casa 11;CASA 11 > INSTALAÇÕES HIDRAULICAS > Pav. Térreo;pendente;;;
Sobrado 11;Passagem de tubulação - Hidráulica - Externo - Casa 11;CASA 11 > INSTALAÇÕES HIDRAULICAS > Pav. Térreo;pendente;;;
Sobrado 11;Passagem de tubulação - Reservatório - Casa 11;CASA 11 > INSTALAÇÕES HIDRAULICAS > Pav. Cobertura;pendente;;;
Sobrado 11;Passagem de tubulação - Sanitária - Superior - Casa 11;CASA 11 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Superior;pendente;;;
Sobrado 11;Passagem de tubulação - Sanitária - Térreo - Interno - Casa 11;CASA 11 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Térreo;pendente;;;
Sobrado 11;Passagem de tubulação -Sanitária - Térreo - Externo - Casa 11;CASA 11 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Térreo;pendente;;;
Sobrado 11;Caixas de passagem - Térreo - Casa 11;CASA 11 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Térreo;pendente;;;
Sobrado 11;Passagem de tubulação - Pluvial - Casa 11;CASA 11 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Cobertura;pendente;;;
Sobrado 11;Tubulação Pós-calha - pluvial - Casa 11;CASA 11 > INSTALAÇÕES SANITÁRIAS E PLUVIAIS > Pav. Cobertura;pendente;;;
Sobrado 11;Instalações de gás - Casa 11;CASA 11 > INSTALAÇÕES DE GÁS;aplicado;1;und;Fornecimento e instalação de ponto de gás
Sobrado 11;Instalações frigorigenas - Superior - Casa 11;CASA 11 > INSTALAÇÕES FRIGORIGENAS > Superior;pendente;;;
Sobrado 11;Instalações frigorigenas - Térreo - Casa 11;CASA 11 > INSTALAÇÕES FRIGORIGENAS > Térreo;pendente;;;
Sobrado 11;Impermeabilização de áreas molhadas - Internas - Superior - Casa 11;CASA 11 > IMPERMEABILIZAÇÃO > Superior;pendente;;;
Sobrado 11;Impermeabilização de áreas molhadas - Internas - Térreo - Casa 11;CASA 11 > IMPERMEABILIZAÇÃO > Térreo;pendente;;;
Sobrado 11;Montagem estrutura metálica - Casa 11;CASA 11 > COBERTURA;aplicado;89,74;m²;Fornecimento de estrutura para telhado
Sobrado 11;Calha - Casa 11;CASA 11 > COBERTURA;aplicado;23,92;m;Fornecimento e instalação de calha ( Zinco )
Sobrado 11;Telhamento - Casa 11;CASA 11 > COBERTURA;aplicado;89,74;m²;Mão de obra para execução de cobertura e telhamento
Sobrado 11;Rufo - Casa 11;CASA 11 > COBERTURA;aplicado;57,33;m;Fornecimento e instalação de rufos
Sobrado 11;Pingadeiras - Casa 11;CASA 11 > COBERTURA;aplicado;60,54;m;Fornecimento e instalação de pingadeira de concreto
